colsample_bytree,learning_rate,max_depth,min_child_weight,n_estimators,subsample,mean_rmse,std_rmse
0.8,0.1,9,5,1500,0.9,0.793616385794937,0.07118810397222596
0.9,0.01,5,1,500,0.7,0.8639021069949318,0.07823318112143073
0.9,0.01,5,1,500,0.8,0.8649986241466655,0.08172287736663984
0.9,0.01,5,1,500,0.9,0.8610816044515948,0.07906746763041894
0.9,0.01,5,1,1000,0.7,0.826189666746493,0.07321537510748509
0.9,0.01,5,1,1000,0.8,0.8283360267242539,0.07514719836948665
0.9,0.01,5,1,1000,0.9,0.8262057805071189,0.0734134100790285
0.9,0.01,5,1,1500,0.7,0.8115219975644363,0.0655832708999761
0.9,0.01,5,1,1500,0.8,0.8135483779065028,0.06918789669382155
0.9,0.01,5,1,1500,0.9,0.8095111808687074,0.06633990305703244
0.9,0.01,5,3,500,0.7,0.8633414043162713,0.07984968184057034
0.9,0.01,5,3,500,0.8,0.8647522378012054,0.08100989676484
0.9,0.01,5,3,500,0.9,0.8623232509306058,0.0794659963105513
0.9,0.01,5,3,1000,0.7,0.826667566658678,0.07416018634715343
0.9,0.01,5,3,1000,0.8,0.8278259037364564,0.07494575461995975
0.9,0.01,5,3,1000,0.9,0.8264351281541205,0.07262476667406605
0.9,0.01,5,3,1500,0.7,0.811458660859023,0.06899631987233015
0.9,0.01,5,3,1500,0.8,0.8136510279996712,0.06905427630130932
0.9,0.01,5,3,1500,0.9,0.8089843255080986,0.06501824918900588
0.9,0.01,5,5,500,0.7,0.8647745074225476,0.07820947782090439
0.9,0.01,5,5,500,0.8,0.8653997724171104,0.08039542717890984
0.9,0.01,5,5,500,0.9,0.8629473284894834,0.07887483010958675
0.9,0.01,5,5,1000,0.7,0.8270898380662486,0.0740929280385425
0.9,0.01,5,5,1000,0.8,0.8282444990782803,0.07374280035816277
0.9,0.01,5,5,1000,0.9,0.8276170106318264,0.07214747473367945
0.9,0.01,5,5,1500,0.7,0.8119990748152581,0.06812654815017843
0.9,0.01,5,5,1500,0.8,0.8122981677246367,0.06713128477926356
0.9,0.01,5,5,1500,0.9,0.8108992311346459,0.06466935682106299
0.9,0.01,7,1,500,0.7,0.8350262057034993,0.07851144937773209
0.9,0.01,7,1,500,0.8,0.8351697254566401,0.0787403878812198
0.9,0.01,7,1,500,0.9,0.8365941188857144,0.077602319080849
0.9,0.01,7,1,1000,0.7,0.8100252275589634,0.05469138239336209
0.9,0.01,7,1,1000,0.8,0.8084654035128945,0.054175747136910764
0.9,0.01,7,1,1000,0.9,0.8129404510260319,0.05496277586235155
0.9,0.01,7,1,1500,0.7,0.801120921215053,0.04586782998416828
0.9,0.01,7,1,1500,0.8,0.8001409671226343,0.047130063644256676
0.9,0.01,7,1,1500,0.9,0.8052565618015564,0.04778293958149873
0.9,0.01,7,3,500,0.7,0.8349724923280624,0.07735060511775566
0.9,0.01,7,3,500,0.8,0.8353347336852923,0.0786051436676467
0.9,0.01,7,3,500,0.9,0.835427322904701,0.07996210582908704
0.9,0.01,7,3,1000,0.7,0.8102558810575908,0.055336418200422906
0.9,0.01,7,3,1000,0.8,0.8098281916112201,0.0552811212723238
0.9,0.01,7,3,1000,0.9,0.8147929944644016,0.0565249116109085
0.9,0.01,7,3,1500,0.7,0.8021455127037834,0.046767464468738654
0.9,0.01,7,3,1500,0.8,0.8010534013556999,0.04823512414062396
0.9,0.01,7,3,1500,0.9,0.8077057464894487,0.04880499080355599
0.9,0.01,7,5,500,0.7,0.837042032855107,0.07819551547035085
0.9,0.01,7,5,500,0.8,0.8356745833966635,0.07949657350378322
0.9,0.01,7,5,500,0.9,0.836365540342719,0.07835703279718649
0.9,0.01,7,5,1000,0.7,0.8142279184271091,0.05707683143412738
0.9,0.01,7,5,1000,0.8,0.8102728125779655,0.05576874871471533
0.9,0.01,7,5,1000,0.9,0.8106961041390026,0.053977219578948354
0.9,0.01,7,5,1500,0.7,0.8042657038150114,0.04732060815475013
0.9,0.01,7,5,1500,0.8,0.7991181804673395,0.047499151469297576
0.9,0.01,7,5,1500,0.9,0.8051732171688517,0.0475946363381089
0.9,0.01,9,1,500,0.7,0.8155972406784808,0.06666387615762638
0.9,0.01,9,1,500,0.8,0.8174085793981443,0.0672011876562007
0.9,0.01,9,1,500,0.9,0.8173105713168523,0.06906409667035598
0.9,0.01,9,1,1000,0.7,0.7953298762137553,0.05552316200916615
0.9,0.01,9,1,1000,0.8,0.7990067278714259,0.05471748569296478
0.9,0.01,9,1,1000,0.9,0.7961933397588895,0.055971333857788824
0.9,0.01,9,1,1500,0.7,0.7873303236206319,0.060146168362318966
0.9,0.01,9,1,1500,0.8,0.7894201170305856,0.05901437453751672
0.9,0.01,9,1,1500,0.9,0.7897199857204807,0.06017198542730829
0.9,0.01,9,3,500,0.7,0.8130866173649685,0.06561889197642001
0.9,0.01,9,3,500,0.8,0.8177320747043554,0.06649675345820505
0.9,0.01,9,3,500,0.9,0.8157127204534647,0.06824263448344088
0.9,0.01,9,3,1000,0.7,0.7940945404070868,0.05556679972256609
0.9,0.01,9,3,1000,0.8,0.7967358240251298,0.055539119737595406
0.9,0.01,9,3,1000,0.9,0.7964359328105607,0.05723915476774418
0.9,0.01,9,3,1500,0.7,0.7864071365825251,0.06068707641539471
0.9,0.01,9,3,1500,0.8,0.7881529925716203,0.06032253010142592
0.9,0.01,9,3,1500,0.9,0.7886654741498431,0.062127718510457494
0.9,0.01,9,5,500,0.7,0.8134698656452729,0.06646764043409335
0.9,0.01,9,5,500,0.8,0.8143026212457528,0.067210522452045
0.9,0.01,9,5,500,0.9,0.8186920314410051,0.06797659497129711
0.9,0.01,9,5,1000,0.7,0.7919136901887858,0.055575144953666326
0.9,0.01,9,5,1000,0.8,0.7939273643994652,0.055638709400399486
0.9,0.01,9,5,1000,0.9,0.7988925800349025,0.056364610684282265
0.9,0.01,9,5,1500,0.7,0.7837720189633316,0.06078896257464524
0.9,0.01,9,5,1500,0.8,0.7860971406711427,0.06073938186838958
0.9,0.01,9,5,1500,0.9,0.7884227346795181,0.062153487423300964
0.9,0.05,5,1,500,0.7,0.8085481631720391,0.050942265337678545
0.9,0.05,5,1,500,0.8,0.812035159195354,0.053606915475606545
0.9,0.05,5,1,500,0.9,0.8096699819944477,0.05657851393043154
0.9,0.05,5,1,1000,0.7,0.7915848748737664,0.03528092306846865
0.9,0.05,5,1,1000,0.8,0.8046922749537412,0.04309567793310737
0.9,0.05,5,1,1000,0.9,0.8002085279919455,0.039429013544455604
0.9,0.05,5,1,1500,0.7,0.786305703921324,0.04696197861786579
0.9,0.05,5,1,1500,0.8,0.7978079512022245,0.04734207434095632
0.9,0.05,5,1,1500,0.9,0.789278477414207,0.04090185074354188
0.9,0.05,5,3,500,0.7,0.8028249271897259,0.05397134070736107
0.9,0.05,5,3,500,0.8,0.8114967209439643,0.05444361918605108
0.9,0.05,5,3,500,0.9,0.8065108425739844,0.04409215365959098
0.9,0.05,5,3,1000,0.7,0.7896629611949233,0.0375713532291725
0.9,0.05,5,3,1000,0.8,0.8011669654410853,0.040339405902419655
0.9,0.05,5,3,1000,0.9,0.8009941276409304,0.035569724575731675
0.9,0.05,5,3,1500,0.7,0.7817759204620065,0.0437323145294646
0.9,0.05,5,3,1500,0.8,0.7926367944303246,0.04563317148335316
0.9,0.05,5,3,1500,0.9,0.7901533036501213,0.039795432944842946
0.9,0.05,5,5,500,0.7,0.80710879189473,0.0560324865621417
0.9,0.05,5,5,500,0.8,0.8059653320565301,0.047633583071785314
0.9,0.05,5,5,500,0.9,0.8116965182688342,0.052238471646489135
0.9,0.05,5,5,1000,0.7,0.7970264868124062,0.041027654302151696
0.9,0.05,5,5,1000,0.8,0.7950345297536865,0.03739112476409478
0.9,0.05,5,5,1000,0.9,0.8011004386780229,0.041133527044855664
0.9,0.05,5,5,1500,0.7,0.7861878440729444,0.04661302433138269
0.9,0.05,5,5,1500,0.8,0.7907147443136685,0.04296863333989917
0.9,0.05,5,5,1500,0.9,0.7917326600783322,0.041851632931337965
0.9,0.05,7,1,500,0.7,0.797926811590709,0.04955520631943656
0.9,0.05,7,1,500,0.8,0.7930731898322707,0.05073665146670884
0.9,0.05,7,1,500,0.9,0.7995428906485212,0.05264227980640172
0.9,0.05,7,1,1000,0.7,0.7876691396898605,0.0637881911052674
0.9,0.05,7,1,1000,0.8,0.7871163531656362,0.06327269778247675
0.9,0.05,7,1,1000,0.9,0.7937744834865363,0.0619669690169507
0.9,0.05,7,1,1500,0.7,0.7857256732132365,0.06945314672252077
0.9,0.05,7,1,1500,0.8,0.7866568322577222,0.06862554097707221
0.9,0.05,7,1,1500,0.9,0.7933249196620091,0.06703231806201347
0.9,0.05,7,3,500,0.7,0.7940515418392238,0.05267993822699581
0.9,0.05,7,3,500,0.8,0.7968084026544615,0.049813294607532
0.9,0.05,7,3,500,0.9,0.8031295953595865,0.051468917634630955
0.9,0.05,7,3,1000,0.7,0.7860804815190681,0.06825280327165263
0.9,0.05,7,3,1000,0.8,0.7874387682512225,0.06356395420324538
0.9,0.05,7,3,1000,0.9,0.7939554506619826,0.06064025910862842
0.9,0.05,7,3,1500,0.7,0.7842441333910634,0.07398876969406461
0.9,0.05,7,3,1500,0.8,0.7851306035010012,0.07102196635008612
0.9,0.05,7,3,1500,0.9,0.7916204529016362,0.06645509121487116
0.9,0.05,7,5,500,0.7,0.7923991839649582,0.04907283155698788
0.9,0.05,7,5,500,0.8,0.8019173317324801,0.04909451644020163
0.9,0.05,7,5,500,0.9,0.7972326164486514,0.055725106135428706
0.9,0.05,7,5,1000,0.7,0.7843873647072743,0.06455242596406183
0.9,0.05,7,5,1000,0.8,0.7913985363738238,0.0630006686561267
0.9,0.05,7,5,1000,0.9,0.7910376170262954,0.06465023301148082
0.9,0.05,7,5,1500,0.7,0.781963781489271,0.07168753619393842
0.9,0.05,7,5,1500,0.8,0.7915051275344667,0.06712214536468915
0.9,0.05,7,5,1500,0.9,0.7891614774157163,0.06981553443031019
0.9,0.05,9,1,500,0.7,0.7839346674406268,0.06858651269236328
0.9,0.05,9,1,500,0.8,0.7821725891347073,0.07087540162123578
0.9,0.05,9,1,500,0.9,0.7867811591259442,0.07104948267289554
0.9,0.05,9,1,1000,0.7,0.781517609166484,0.07593105461911012
0.9,0.05,9,1,1000,0.8,0.7805955672180243,0.07818854078416872
0.9,0.05,9,1,1000,0.9,0.7859767480240333,0.07668154202452789
0.9,0.05,9,1,1500,0.7,0.7821480319791981,0.07694300739632756
0.9,0.05,9,1,1500,0.8,0.7814939933957679,0.07929402020178834
0.9,0.05,9,1,1500,0.9,0.7870643342848973,0.0777864414203764
0.9,0.05,9,3,500,0.7,0.7799852134578327,0.07324982105245931
0.9,0.05,9,3,500,0.8,0.7760865004347121,0.0817240271343881
0.9,0.05,9,3,500,0.9,0.7918243581023466,0.07168787405463689
0.9,0.05,9,3,1000,0.7,0.7781930665565788,0.08105801426435225
0.9,0.05,9,3,1000,0.8,0.7747267194618995,0.08801926207013869
0.9,0.05,9,3,1000,0.9,0.7901248507120772,0.0781835011296831
0.9,0.05,9,3,1500,0.7,0.7793873278276436,0.08147823642810129
0.9,0.05,9,3,1500,0.8,0.7753748314217523,0.08905256929315379
0.9,0.05,9,3,1500,0.9,0.7911090334320405,0.07911440706136699
0.9,0.05,9,5,500,0.7,0.7864071339793759,0.06705908963153676
0.9,0.05,9,5,500,0.8,0.7817453048230225,0.07373543112590929
0.9,0.05,9,5,500,0.9,0.7902809746683633,0.07092721096083338
0.9,0.05,9,5,1000,0.7,0.7845623875970886,0.07195186011561051
0.9,0.05,9,5,1000,0.8,0.7816987642266667,0.07884577450569104
0.9,0.05,9,5,1000,0.9,0.7891326161173338,0.07642660985371452
0.9,0.05,9,5,1500,0.7,0.7853404750677659,0.07349386025856988
0.9,0.05,9,5,1500,0.8,0.782995884319637,0.08041511125711696
0.9,0.05,9,5,1500,0.9,0.7890369303726401,0.07683540578307556
0.9,0.1,5,1,500,0.7,0.7997169274830217,0.04085179681456086
0.9,0.1,5,1,500,0.8,0.7917792358140616,0.038103737130866816
0.9,0.1,5,1,500,0.9,0.7977866074856019,0.03434435419899935
0.9,0.1,5,1,1000,0.7,0.7841460748135068,0.05731825285209419
0.9,0.1,5,1,1000,0.8,0.7873820991478264,0.04715255366996389
0.9,0.1,5,1,1000,0.9,0.7866063423261167,0.05301641636875284
0.9,0.1,5,1,1500,0.7,0.7840763002484531,0.06570651858710888
0.9,0.1,5,1,1500,0.8,0.7862533967859282,0.056516732887517816
0.9,0.1,5,1,1500,0.9,0.7822142862450339,0.06438279269950209
0.9,0.1,5,3,500,0.7,0.7990789311211761,0.04555625835477552
0.9,0.1,5,3,500,0.8,0.7953918369575229,0.039697979882959505
0.9,0.1,5,3,500,0.9,0.7989333268876196,0.03737640006262709
0.9,0.1,5,3,1000,0.7,0.7848597936543795,0.05628569758728273
0.9,0.1,5,3,1000,0.8,0.7865858179781069,0.05001429675207419
0.9,0.1,5,3,1000,0.9,0.791052623433241,0.049328879662360846
0.9,0.1,5,3,1500,0.7,0.7824437359228045,0.06428853599389932
0.9,0.1,5,3,1500,0.8,0.7842921412787991,0.0584571018132768
0.9,0.1,5,3,1500,0.9,0.7871447097109626,0.05766035850951375
0.9,0.1,5,5,500,0.7,0.8005559473070601,0.0421375442604072
0.9,0.1,5,5,500,0.8,0.7979081397264711,0.040285845718629025
0.9,0.1,5,5,500,0.9,0.8075960661608932,0.04332106335344655
0.9,0.1,5,5,1000,0.7,0.7872353817224271,0.054122550743084856
0.9,0.1,5,5,1000,0.8,0.7889796178817573,0.054603274360105966
0.9,0.1,5,5,1000,0.9,0.7952514385646042,0.04349360687362516
0.9,0.1,5,5,1500,0.7,0.7839764775739717,0.06071898009375481
0.9,0.1,5,5,1500,0.8,0.7847594857926313,0.06534744143277964
0.9,0.1,5,5,1500,0.9,0.7950855664438665,0.049318580358884055
0.9,0.1,7,1,500,0.7,0.7886259633473764,0.05230606103263846
0.9,0.1,7,1,500,0.8,0.7884537375827156,0.06348262698854336
0.9,0.1,7,1,500,0.9,0.7895063603368631,0.06560306019759085
0.9,0.1,7,1,1000,0.7,0.7887296053139835,0.054430114192985775
0.9,0.1,7,1,1000,0.8,0.7859822247753495,0.07069737966345553
0.9,0.1,7,1,1000,0.9,0.7874305911718429,0.0752715125254074
0.9,0.1,7,1,1500,0.7,0.7904862141046002,0.05642237734666967
0.9,0.1,7,1,1500,0.8,0.7867300768785249,0.07266881404591781
0.9,0.1,7,1,1500,0.9,0.7877160092526484,0.07937339590605698
0.9,0.1,7,3,500,0.7,0.7842049728927264,0.06205182600873001
0.9,0.1,7,3,500,0.8,0.7989551458443268,0.05069744560959421
0.9,0.1,7,3,500,0.9,0.7976315864498342,0.0604514527999538
0.9,0.1,7,3,1000,0.7,0.7839079881575595,0.06649481039050062
0.9,0.1,7,3,1000,0.8,0.7959384407955323,0.054897498640093204
0.9,0.1,7,3,1000,0.9,0.7955220413315771,0.06838778256826603
0.9,0.1,7,3,1500,0.7,0.7850490708676447,0.06754537097881326
0.9,0.1,7,3,1500,0.8,0.796966228992855,0.05604325833036249
0.9,0.1,7,3,1500,0.9,0.7963563855601229,0.07007367964300236
0.9,0.1,7,5,500,0.7,0.7775837738186222,0.06669048619926755
0.9,0.1,7,5,500,0.8,0.7837373237585793,0.0631921473185016
0.9,0.1,7,5,500,0.9,0.7850042840509398,0.07293427188267394
0.9,0.1,7,5,1000,0.7,0.7752015887120075,0.07486033213580884
0.9,0.1,7,5,1000,0.8,0.7804187552397537,0.07103934337707313
0.9,0.1,7,5,1000,0.9,0.783385945615029,0.07949901599168202
0.9,0.1,7,5,1500,0.7,0.776384297721338,0.07734031540827087
0.9,0.1,7,5,1500,0.8,0.7827239323277025,0.07243577074192628
0.9,0.1,7,5,1500,0.9,0.7858974765064086,0.08061091258242309
0.9,0.1,9,1,500,0.7,0.7898502526868117,0.07415136569278766
0.9,0.1,9,1,500,0.8,0.7918965303311765,0.07606241046704301
0.9,0.1,9,1,500,0.9,0.7883428929502118,0.0836963486438771
0.9,0.1,9,1,1000,0.7,0.7908852787600689,0.07618499020225926
0.9,0.1,9,1,1000,0.8,0.7931048118237193,0.0775351517628096
0.9,0.1,9,1,1000,0.9,0.7900040583981418,0.08412222517224566
0.9,0.1,9,1,1500,0.7,0.7928984724545692,0.07531471611550987
0.9,0.1,9,1,1500,0.8,0.7950074965822355,0.07723510480840408
0.9,0.1,9,1,1500,0.9,0.791719932044179,0.08428510931318905
0.9,0.1,9,3,500,0.7,0.7884776105697919,0.07609862372579092
0.9,0.1,9,3,500,0.8,0.7874300566243766,0.08215230385999946
0.9,0.1,9,3,500,0.9,0.7935188385703025,0.07698139651856103
0.9,0.1,9,3,1000,0.7,0.7917357974542589,0.07720918782606297
0.9,0.1,9,3,1000,0.8,0.789263603070422,0.08377091790235296
0.9,0.1,9,3,1000,0.9,0.7944700000746876,0.07837600756060857
0.9,0.1,9,3,1500,0.7,0.7942478721107735,0.07796691023615225
0.9,0.1,9,3,1500,0.8,0.7913469436130025,0.08375167139146109
0.9,0.1,9,3,1500,0.9,0.7964871179424813,0.07885867607134851
0.9,0.1,9,5,500,0.7,0.7835300074978185,0.08117551911654526
0.9,0.1,9,5,500,0.8,0.7831835653225351,0.08523757244344671
0.9,0.1,9,5,500,0.9,0.7895416599702854,0.07679851117032808
0.9,0.1,9,5,1000,0.7,0.7870919336719546,0.08363517094194955
0.9,0.1,9,5,1000,0.8,0.7861827573036766,0.08682217450618647
0.9,0.1,9,5,1000,0.9,0.792106402594068,0.07890535408030189
0.9,0.1,9,5,1500,0.7,0.788551196148212,0.08464675533842958
0.9,0.1,9,5,1500,0.8,0.7882769255613501,0.08658868954093833
0.9,0.1,9,5,1500,0.9,0.7940079566388275,0.0786831847968515
